id,title,url,locator,revision,accessed_on,kind,scope,limitations
evidence:google-gemma-4-26b-a4b-it-config,gemma-4-26B-A4B-it — configuration,https://huggingface.co/google/gemma-4-26B-A4B-it/blob/4d7ae4984b7db7de8f8457170b3f1a419ee76d52/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2026-09-15,publisher-report,google/gemma-4-26B-A4B-it؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:google-gemma-4-26b-a4b-it-context,gemma-4-26B-A4B-it — context declaration,https://huggingface.co/google/gemma-4-26B-A4B-it/blob/4d7ae4984b7db7de8f8457170b3f1a419ee76d52/README.md,"README.md: context length / model specification / usage limits; matching lines 25, 39, 49, 57, 58, 76, 108, 109, 118, 230, 288, 347",4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2026-09-15,publisher-report,google/gemma-4-26B-A4B-it؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:google-gemma-4-26b-a4b-it-weight-files,gemma-4-26B-A4B-it — selected weight-file sizes,https://huggingface.co/api/models/google/gemma-4-26B-A4B-it?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,2026-09-15,calculated-from-specifications,google/gemma-4-26B-A4B-it؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:google-gemma-4-e2b-it-card,gemma-4-E2B-it — model card,https://huggingface.co/google/gemma-4-E2B-it/blob/3e22461f65e89153144f8adb70e3b8c2cc9845a7/README.md,"README.md: model description / architecture / intended use; matching lines 27, 35, 41, 66, 113, 115, 466, 490, 512",3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:google-gemma-4-e2b-it-metadata,gemma-4-E2B-it — Hub metadata,https://huggingface.co/api/models/google/gemma-4-E2B-it?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:google-gemma-4-e2b-it-parameters,gemma-4-E2B-it — parameter specification,https://huggingface.co/google/gemma-4-E2B-it/blob/3e22461f65e89153144f8adb70e3b8c2cc9845a7/README.md,"README.md: parameter count / named model variant; matching lines 55, 61, 62, 64, 72, 73, 80, 82, 138, 193, 252, 310",3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:google-gemma-4-e2b-it-license,gemma-4-E2B-it — license declaration,https://huggingface.co/google/gemma-4-E2B-it/blob/3e22461f65e89153144f8adb70e3b8c2cc9845a7/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4, 22",3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:google-gemma-4-e2b-it-config,gemma-4-E2B-it — configuration,https://huggingface.co/google/gemma-4-E2B-it/blob/3e22461f65e89153144f8adb70e3b8c2cc9845a7/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:google-gemma-4-e2b-it-context,gemma-4-E2B-it — context declaration,https://huggingface.co/google/gemma-4-E2B-it/blob/3e22461f65e89153144f8adb70e3b8c2cc9845a7/README.md,"README.md: context length / model specification / usage limits; matching lines 25, 39, 49, 57, 58, 76, 108, 109, 118, 230, 288, 347",3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,publisher-report,google/gemma-4-E2B-it؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:google-gemma-4-e2b-it-weight-files,gemma-4-E2B-it — selected weight-file sizes,https://huggingface.co/api/models/google/gemma-4-E2B-it?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,3e22461f65e89153144f8adb70e3b8c2cc9845a7,2026-09-15,calculated-from-specifications,google/gemma-4-E2B-it؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:ibm-granite-granite-3-3-2b-instruct-card,granite-3.3-2b-instruct — model card,https://huggingface.co/ibm-granite/granite-3.3-2b-instruct/blob/707f574c62054322f6b5b04b6d075f0a8f05e0f0/README.md,"README.md: model description / architecture / intended use; matching lines 15, 16, 28, 31",707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:ibm-granite-granite-3-3-2b-instruct-metadata,granite-3.3-2b-instruct — Hub metadata,https://huggingface.co/api/models/ibm-granite/granite-3.3-2b-instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:ibm-granite-granite-3-3-2b-instruct-parameters,granite-3.3-2b-instruct — parameter specification,https://huggingface.co/ibm-granite/granite-3.3-2b-instruct/blob/707f574c62054322f6b5b04b6d075f0a8f05e0f0/README.md,"README.md: parameter count / named model variant; matching lines 13, 16, 47, 62, 258, 404, 466, 517, 520",707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:ibm-granite-granite-3-3-2b-instruct-license,granite-3.3-2b-instruct — license declaration,https://huggingface.co/ibm-granite/granite-3.3-2b-instruct/blob/707f574c62054322f6b5b04b6d075f0a8f05e0f0/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 4, 16, 23, 513, 520",707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:ibm-granite-granite-3-3-2b-instruct-config,granite-3.3-2b-instruct — configuration,https://huggingface.co/ibm-granite/granite-3.3-2b-instruct/blob/707f574c62054322f6b5b04b6d075f0a8f05e0f0/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:ibm-granite-granite-3-3-2b-instruct-context,granite-3.3-2b-instruct — context declaration,https://huggingface.co/ibm-granite/granite-3.3-2b-instruct/blob/707f574c62054322f6b5b04b6d075f0a8f05e0f0/README.md,"README.md: context length / model specification / usage limits; matching lines 16, 42",707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,publisher-report,ibm-granite/granite-3.3-2b-instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:ibm-granite-granite-3-3-2b-instruct-weight-files,granite-3.3-2b-instruct — selected weight-file sizes,https://huggingface.co/api/models/ibm-granite/granite-3.3-2b-instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,707f574c62054322f6b5b04b6d075f0a8f05e0f0,2026-09-15,calculated-from-specifications,ibm-granite/granite-3.3-2b-instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:intfloat-multilingual-e5-small-card,multilingual-e5-small — model card,https://huggingface.co/intfloat/multilingual-e5-small/blob/614241f622f53c4eeff9890bdc4f31cfecc418b3/README.md,README.md: model description / architecture / intended use,614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:intfloat-multilingual-e5-small-metadata,multilingual-e5-small — Hub metadata,https://huggingface.co/api/models/intfloat/multilingual-e5-small?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:intfloat-multilingual-e5-small-parameters,multilingual-e5-small — parameter specification,https://huggingface.co/intfloat/multilingual-e5-small/blob/614241f622f53c4eeff9890bdc4f31cfecc418b3/README.md,"README.md: parameter count / named model variant; matching lines 99, 18313, 18344, 18345, 18413, 18427",614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:intfloat-multilingual-e5-small-license,multilingual-e5-small — license declaration,https://huggingface.co/intfloat/multilingual-e5-small/blob/614241f622f53c4eeff9890bdc4f31cfecc418b3/README.md,README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 97,614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:intfloat-multilingual-e5-small-config,multilingual-e5-small — configuration,https://huggingface.co/intfloat/multilingual-e5-small/blob/614241f622f53c4eeff9890bdc4f31cfecc418b3/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:intfloat-multilingual-e5-small-context,multilingual-e5-small — context declaration,https://huggingface.co/intfloat/multilingual-e5-small/blob/614241f622f53c4eeff9890bdc4f31cfecc418b3/README.md,"README.md: context length / model specification / usage limits; matching lines 361, 1876, 2918, 2939, 2954, 3386, 3527, 5939, 8435, 8437, 8838, 10225",614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,publisher-report,intfloat/multilingual-e5-small؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:intfloat-multilingual-e5-small-weight-files,multilingual-e5-small — selected weight-file sizes,https://huggingface.co/api/models/intfloat/multilingual-e5-small?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,614241f622f53c4eeff9890bdc4f31cfecc418b3,2026-09-15,calculated-from-specifications,intfloat/multilingual-e5-small؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:meta-llama-llama-3-1-70b-instruct-card,Llama-3.1-70B-Instruct — model card,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,"README.md: model description / architecture / intended use; matching lines 121, 212, 216, 1243, 1294, 1297, 1312, 1314, 1335, 1343, 1345",,2026-09-15,publisher-report,meta-llama/Llama-3.1-70B-Instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-1-70b-instruct-metadata,Llama-3.1-70B-Instruct — Hub metadata,https://huggingface.co/api/models/meta-llama/Llama-3.1-70B-Instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,1605565b47bb9346c5515c34102e054115b4f98b,2026-09-15,publisher-report,meta-llama/Llama-3.1-70B-Instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:meta-llama-llama-3-1-70b-instruct-parameters,Llama-3.1-70B-Instruct — parameter specification,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,"README.md: parameter count / named model variant; matching lines 205, 231, 251, 333, 362",,2026-09-15,publisher-report,meta-llama/Llama-3.1-70B-Instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-1-70b-instruct-license,Llama-3.1-70B-Instruct — license declaration,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 5, 8, 10, 16, 52, 102, 203, 216, 218, 220",,2026-09-15,publisher-report,meta-llama/Llama-3.1-70B-Instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:meta-llama-llama-3-1-70b-instruct-context,Llama-3.1-70B-Instruct — context declaration,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,"README.md: context length / model specification / usage limits; matching lines 135, 156, 173, 186, 1297, 1312, 1314, 1345",,2026-09-15,publisher-report,meta-llama/Llama-3.1-70B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:meta-llama-llama-3-1-70b-instruct-weight-files,Llama-3.1-70B-Instruct — selected weight-file sizes,https://huggingface.co/api/models/meta-llama/Llama-3.1-70B-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,1605565b47bb9346c5515c34102e054115b4f98b,2026-09-15,calculated-from-specifications,meta-llama/Llama-3.1-70B-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:meta-llama-llama-3-1-8b-instruct-card,Llama-3.1-8B-Instruct — model card,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,"README.md: model description / architecture / intended use; matching lines 121, 212, 216, 1211, 1262, 1265, 1280, 1282, 1303, 1311, 1313",,2026-09-15,publisher-report,meta-llama/Llama-3.1-8B-Instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-1-8b-instruct-metadata,Llama-3.1-8B-Instruct — Hub metadata,https://huggingface.co/api/models/meta-llama/Llama-3.1-8B-Instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,0e9e39f249a16976918f6564b8830bc894c89659,2026-09-15,publisher-report,meta-llama/Llama-3.1-8B-Instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:meta-llama-llama-3-1-8b-instruct-parameters,Llama-3.1-8B-Instruct — parameter specification,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,"README.md: parameter count / named model variant; matching lines 205, 231, 249, 330",,2026-09-15,publisher-report,meta-llama/Llama-3.1-8B-Instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-1-8b-instruct-license,Llama-3.1-8B-Instruct — license declaration,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 5, 8, 10, 16, 52, 102, 203, 216, 218, 220",,2026-09-15,publisher-report,meta-llama/Llama-3.1-8B-Instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:meta-llama-llama-3-1-8b-instruct-context,Llama-3.1-8B-Instruct — context declaration,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,"README.md: context length / model specification / usage limits; matching lines 135, 156, 173, 186, 1265, 1280, 1282, 1313",,2026-09-15,publisher-report,meta-llama/Llama-3.1-8B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:meta-llama-llama-3-1-8b-instruct-weight-files,Llama-3.1-8B-Instruct — selected weight-file sizes,https://huggingface.co/api/models/meta-llama/Llama-3.1-8B-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,0e9e39f249a16976918f6564b8830bc894c89659,2026-09-15,calculated-from-specifications,meta-llama/Llama-3.1-8B-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:meta-llama-llama-3-2-1b-instruct-card,Llama-3.2-1B-Instruct — model card,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,"README.md: model description / architecture / intended use; matching lines 159, 238, 249, 253, 1028, 1103, 1122, 1167, 1171, 1199, 1203, 1204",,2026-09-15,publisher-report,meta-llama/Llama-3.2-1B-Instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-2-1b-instruct-metadata,Llama-3.2-1B-Instruct — Hub metadata,https://huggingface.co/api/models/meta-llama/Llama-3.2-1B-Instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,9213176726f574b556790deb65791e0c5aa438b6,2026-09-15,publisher-report,meta-llama/Llama-3.2-1B-Instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:meta-llama-llama-3-2-1b-instruct-parameters,Llama-3.2-1B-Instruct — parameter specification,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,"README.md: parameter count / named model variant; matching lines 242, 266, 284, 316, 1028, 1103",,2026-09-15,publisher-report,meta-llama/Llama-3.2-1B-Instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-2-1b-instruct-license,Llama-3.2-1B-Instruct — license declaration,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 11, 22, 26, 38, 80, 132, 143, 232, 240, 255",,2026-09-15,publisher-report,meta-llama/Llama-3.2-1B-Instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:meta-llama-llama-3-2-1b-instruct-context,Llama-3.2-1B-Instruct — context declaration,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,"README.md: context length / model specification / usage limits; matching lines 169, 183, 572, 801, 1184, 1204",,2026-09-15,publisher-report,meta-llama/Llama-3.2-1B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:meta-llama-llama-3-2-1b-instruct-weight-files,Llama-3.2-1B-Instruct — selected weight-file sizes,https://huggingface.co/api/models/meta-llama/Llama-3.2-1B-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,9213176726f574b556790deb65791e0c5aa438b6,2026-09-15,calculated-from-specifications,meta-llama/Llama-3.2-1B-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:meta-llama-llama-3-2-3b-instruct-card,Llama-3.2-3B-Instruct — model card,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,"README.md: model description / architecture / intended use; matching lines 159, 238, 249, 253, 1028, 1103, 1122, 1167, 1171, 1199, 1203, 1204",,2026-09-15,publisher-report,meta-llama/Llama-3.2-3B-Instruct؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-2-3b-instruct-metadata,Llama-3.2-3B-Instruct — Hub metadata,https://huggingface.co/api/models/meta-llama/Llama-3.2-3B-Instruct?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,0cb88a4f764b7a12671c53f0838cd831a0843b95,2026-09-15,publisher-report,meta-llama/Llama-3.2-3B-Instruct؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:meta-llama-llama-3-2-3b-instruct-parameters,Llama-3.2-3B-Instruct — parameter specification,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,"README.md: parameter count / named model variant; matching lines 242, 266, 284, 316, 1028, 1103",,2026-09-15,publisher-report,meta-llama/Llama-3.2-3B-Instruct؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کارت عمومی در تاریخ دسترسی خوانده شده؛ متن کارت به commit وزن‌ها پین نشده است.
evidence:meta-llama-llama-3-2-3b-instruct-license,Llama-3.2-3B-Instruct — license declaration,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 11, 22, 26, 38, 80, 132, 143, 232, 240, 255",,2026-09-15,publisher-report,meta-llama/Llama-3.2-3B-Instruct؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:meta-llama-llama-3-2-3b-instruct-context,Llama-3.2-3B-Instruct — context declaration,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,"README.md: context length / model specification / usage limits; matching lines 169, 183, 572, 801, 1184, 1204",,2026-09-15,publisher-report,meta-llama/Llama-3.2-3B-Instruct؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
